J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00088411
1.5849e-008	-7.8	0	0.0022479
2.1544e-008	-7.6667	0	0.0054876
2.9286e-008	-7.5333	0	0.012864
3.9811e-008	-7.4	0	0.028953
5.4117e-008	-7.2667	0	0.062573
7.3564e-008	-7.1333	1	0.12985
1e-007	-7	0	0.25873
1.3594e-007	-6.8667	0	0.49502
1.8478e-007	-6.7333	0	0.90938
2.5119e-007	-6.6	0	1.6041
3.4145e-007	-6.4667	0	2.7169
4.6416e-007	-6.3333	1	4.4185
6.3096e-007	-6.2	0	6.8998
8.577e-007	-6.0667	3	10.346
1.1659e-006	-5.9333	4	14.895
1.5849e-006	-5.8	3	20.59
2.1544e-006	-5.6667	0	27.331
2.9286e-006	-5.5333	17	34.835
3.9811e-006	-5.4	56	42.63
5.4117e-006	-5.2667	93	50.094
7.3564e-006	-5.1333	94	56.522
1e-005	-5	63	61.235
1.3594e-005	-4.8667	67	63.701
1.8478e-005	-4.7333	32	63.627
2.5119e-005	-4.6	40	61.025
3.4145e-005	-4.4667	50	56.198
4.6416e-005	-4.3333	51	49.693
6.3096e-005	-4.2	21	42.192
8.577e-005	-4.0667	39	34.398
0.00011659	-3.9333	69	26.926
0.00015849	-3.8	18	20.239
0.00021544	-3.6667	4	14.607
0.00029286	-3.5333	13	10.122
0.00039811	-3.4	32	6.7355
0.00054117	-3.2667	17	4.3034
0.00073564	-3.1333	7	2.6401
0.001	-3	1	1.5552
0.0013594	-2.8667	1	0.87961
0.0018478	-2.7333	1	0.47772
0.0025119	-2.6	0	0.24912
0.0034145	-2.4667	0	0.12474
0.0046416	-2.3333	0	0.059972
0.0063096	-2.2	0	0.027686
0.008577	-2.0667	0	0.012272
0.011659	-1.9333	0	0.0052234
0.015849	-1.8	0	0.0021347
0.021544	-1.6667	0	0.00083769
0.029286	-1.5333	0	0.00031563
0.039811	-1.4	0	0.00011419
0.054117	-1.2667	0	3.967e-005
0.073564	-1.1333	0	1.3232e-005
0.1	-1	0	4.2381e-006
0.13594	-0.86667	0	1.3034e-006
0.18478	-0.73333	0	3.8487e-007
0.25119	-0.6	0	1.0913e-007
0.34145	-0.46667	0	2.971e-008
0.46416	-0.33333	0	7.7665e-009
0.63096	-0.2	0	1.9494e-009
0.8577	-0.066667	0	4.6984e-010
1.1659	0.066667	0	1.0873e-010
1.5849	0.2	0	2.4161e-011
2.1544	0.33333	0	5.1551e-012
2.9286	0.46667	0	1.0561e-012
3.9811	0.6	0	2.0775e-013
5.4117	0.73333	0	3.9241e-014
7.3564	0.86667	0	7.1169e-015
10	1	0	1.2394e-015
13.594	1.1333	0	2.0724e-016
18.478	1.2667	0	3.3273e-017
25.119	1.4	0	5.1296e-018
34.145	1.5333	0	7.5932e-019
46.416	1.6667	0	1.0793e-019
63.096	1.8	0	1.4729e-020
85.77	1.9333	0	1.9302e-021
