J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00066433
1.5849e-008	-7.8	0	0.0020009
2.1544e-008	-7.6667	1	0.005703
2.9286e-008	-7.5333	0	0.015381
3.9811e-008	-7.4	0	0.039253
5.4117e-008	-7.2667	1	0.094793
7.3564e-008	-7.1333	0	0.21661
1e-007	-7	0	0.4684
1.3594e-007	-6.8667	0	0.95841
1.8478e-007	-6.7333	1	1.8557
2.5119e-007	-6.6	0	3.3999
3.4145e-007	-6.4667	0	5.8943
4.6416e-007	-6.3333	1	9.6698
6.3096e-007	-6.2	4	15.011
8.577e-007	-6.0667	6	22.051
1.1659e-006	-5.9333	2	30.651
1.5849e-006	-5.8	21	40.316
2.1544e-006	-5.6667	89	50.178
2.9286e-006	-5.5333	102	59.098
3.9811e-006	-5.4	79	65.862
5.4117e-006	-5.2667	54	69.457
7.3564e-006	-5.1333	60	69.311
1e-005	-5	44	65.45
1.3594e-005	-4.8667	58	58.482
1.8478e-005	-4.7333	50	49.448
2.5119e-005	-4.6	27	39.562
3.4145e-005	-4.4667	8	29.952
4.6416e-005	-4.3333	48	21.458
6.3096e-005	-4.2	51	14.547
8.577e-005	-4.0667	16	9.3314
0.00011659	-3.9333	0	5.6643
0.00015849	-3.8	20	3.2535
0.00021544	-3.6667	23	1.7684
0.00029286	-3.5333	12	0.90949
0.00039811	-3.4	11	0.44263
0.00054117	-3.2667	8	0.20384
0.00073564	-3.1333	1	0.088831
0.001	-3	0	0.03663
0.0013594	-2.8667	0	0.014293
0.0018478	-2.7333	0	0.0052775
0.0025119	-2.6	0	0.0018439
0.0034145	-2.4667	0	0.00060963
0.0046416	-2.3333	0	0.00019072
0.0063096	-2.2	0	5.6462e-005
0.008577	-2.0667	0	1.5817e-005
0.011659	-1.9333	0	4.1926e-006
0.015849	-1.8	0	1.0516e-006
0.021544	-1.6667	0	2.4961e-007
0.029286	-1.5333	0	5.6062e-008
0.039811	-1.4	0	1.1915e-008
0.054117	-1.2667	0	2.3962e-009
0.073564	-1.1333	0	4.56e-010
0.1	-1	0	8.2114e-011
0.13594	-0.86667	0	1.3992e-011
0.18478	-0.73333	0	2.2561e-012
0.25119	-0.6	0	3.4423e-013
0.34145	-0.46667	0	4.9699e-014
0.46416	-0.33333	0	6.7899e-015
0.63096	-0.2	0	8.7778e-016
0.8577	-0.066667	0	1.0738e-016
1.1659	0.066667	0	1.243e-017
1.5849	0.2	0	1.3615e-018
2.1544	0.33333	0	1.4112e-019
2.9286	0.46667	0	1.3842e-020
3.9811	0.6	0	1.2846e-021
5.4117	0.73333	0	1.1282e-022
7.3564	0.86667	0	9.3757e-024
10	1	0	7.3728e-025
13.594	1.1333	0	5.4863e-026
18.478	1.2667	0	3.863e-027
25.119	1.4	0	2.5739e-028
34.145	1.5333	0	1.6228e-029
46.416	1.6667	0	9.6819e-031
63.096	1.8	0	5.4659e-032
85.77	1.9333	0	2.9199e-033
