J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00020532
1.5849e-008	-7.8	0	0.00055672
2.1544e-008	-7.6667	0	0.0014489
2.9286e-008	-7.5333	0	0.0036199
3.9811e-008	-7.4	0	0.0086807
5.4117e-008	-7.2667	0	0.019982
7.3564e-008	-7.1333	0	0.044151
1e-007	-7	0	0.093642
1.3594e-007	-6.8667	0	0.19064
1.8478e-007	-6.7333	0	0.37256
2.5119e-007	-6.6	0	0.69886
3.4145e-007	-6.4667	1	1.2584
4.6416e-007	-6.3333	1	2.1749
6.3096e-007	-6.2	1	3.6083
8.577e-007	-6.0667	1	5.7462
1.1659e-006	-5.9333	0	8.7839
1.5849e-006	-5.8	4	12.889
2.1544e-006	-5.6667	0	18.154
2.9286e-006	-5.5333	3	24.543
3.9811e-006	-5.4	4	31.851
5.4117e-006	-5.2667	46	39.677
7.3564e-006	-5.1333	82	47.443
1e-005	-5	96	54.454
1.3594e-005	-4.8667	93	59.995
1.8478e-005	-4.7333	36	63.448
2.5119e-005	-4.6	48	64.408
3.4145e-005	-4.4667	35	62.76
4.6416e-005	-4.3333	59	58.702
6.3096e-005	-4.2	51	52.704
8.577e-005	-4.0667	34	45.421
0.00011659	-3.9333	25	37.574
0.00015849	-3.8	81	29.836
0.00021544	-3.6667	17	22.742
0.00029286	-3.5333	6	16.639
0.00039811	-3.4	4	11.686
0.00054117	-3.2667	34	7.8776
0.00073564	-3.1333	23	5.0975
0.001	-3	10	3.1663
0.0013594	-2.8667	2	1.8878
0.0018478	-2.7333	1	1.0804
0.0025119	-2.6	0	0.59354
0.0034145	-2.4667	0	0.31299
0.0046416	-2.3333	0	0.15842
0.0063096	-2.2	0	0.076974
0.008577	-2.0667	0	0.035899
0.011659	-1.9333	0	0.016071
0.015849	-1.8	0	0.0069062
0.021544	-1.6667	0	0.0028487
0.029286	-1.5333	0	0.0011279
0.039811	-1.4	0	0.00042868
0.054117	-1.2667	0	0.00015639
0.073564	-1.1333	0	5.4765e-005
0.1	-1	0	1.8409e-005
0.13594	-0.86667	0	5.9397e-006
0.18478	-0.73333	0	1.8396e-006
0.25119	-0.6	0	5.4691e-007
0.34145	-0.46667	0	1.5607e-007
0.46416	-0.33333	0	4.2751e-008
0.63096	-0.2	0	1.1241e-008
0.8577	-0.066667	0	2.8371e-009
1.1659	0.066667	0	6.8734e-010
1.5849	0.2	0	1.5984e-010
2.1544	0.33333	0	3.568e-011
2.9286	0.46667	0	7.6452e-012
3.9811	0.6	0	1.5724e-012
5.4117	0.73333	0	3.1044e-013
7.3564	0.86667	0	5.8831e-014
10	1	0	1.0702e-014
13.594	1.1333	0	1.8686e-015
18.478	1.2667	0	3.132e-016
25.119	1.4	0	5.0389e-017
34.145	1.5333	0	7.7816e-018
46.416	1.6667	0	1.1535e-018
63.096	1.8	0	1.6414e-019
85.77	1.9333	0	2.2419e-020
