J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	1	1.4752
1.5849e-008	-7.8	1	2.3958
2.1544e-008	-7.6667	1	3.7604
2.9286e-008	-7.5333	2	5.704
3.9811e-008	-7.4	2	8.362
5.4117e-008	-7.2667	2	11.847
7.3564e-008	-7.1333	4	16.222
1e-007	-7	5	21.466
1.3594e-007	-6.8667	12	27.453
1.8478e-007	-6.7333	18	33.931
2.5119e-007	-6.6	58	40.531
3.4145e-007	-6.4667	95	46.79
4.6416e-007	-6.3333	76	52.203
6.3096e-007	-6.2	53	56.288
8.577e-007	-6.0667	46	58.655
1.1659e-006	-5.9333	45	59.072
1.5849e-006	-5.8	43	57.495
2.1544e-006	-5.6667	60	54.082
2.9286e-006	-5.5333	54	49.165
3.9811e-006	-5.4	19	43.195
5.4117e-006	-5.2667	18	36.677
7.3564e-006	-5.1333	46	30.097
1e-005	-5	52	23.869
1.3594e-005	-4.8667	15	18.294
1.8478e-005	-4.7333	4	13.551
2.5119e-005	-4.6	33	9.701
3.4145e-005	-4.4667	15	6.7117
4.6416e-005	-4.3333	13	4.4877
6.3096e-005	-4.2	4	2.8999
8.577e-005	-4.0667	1	1.8111
0.00011659	-3.9333	0	1.0931
0.00015849	-3.8	0	0.63761
0.00021544	-3.6667	0	0.35944
0.00029286	-3.5333	0	0.19583
0.00039811	-3.4	0	0.10311
0.00054117	-3.2667	0	0.052471
0.00073564	-3.1333	0	0.025805
0.001	-3	0	0.012265
0.0013594	-2.8667	0	0.0056337
0.0018478	-2.7333	0	0.002501
0.0025119	-2.6	0	0.001073
0.0034145	-2.4667	0	0.0004449
0.0046416	-2.3333	0	0.00017828
0.0063096	-2.2	0	6.9044e-005
0.008577	-2.0667	0	2.5842e-005
0.011659	-1.9333	0	9.3474e-006
0.015849	-1.8	0	3.2677e-006
0.021544	-1.6667	0	1.104e-006
0.029286	-1.5333	0	3.6047e-007
0.039811	-1.4	0	1.1375e-007
0.054117	-1.2667	0	3.469e-008
0.073564	-1.1333	0	1.0224e-008
0.1	-1	0	2.9124e-009
0.13594	-0.86667	0	8.0174e-010
0.18478	-0.73333	0	2.133e-010
0.25119	-0.6	0	5.4845e-011
0.34145	-0.46667	0	1.3629e-011
0.46416	-0.33333	0	3.273e-012
0.63096	-0.2	0	7.5965e-013
0.8577	-0.066667	0	1.704e-013
1.1659	0.066667	0	3.6939e-014
1.5849	0.2	0	7.739e-015
2.1544	0.33333	0	1.567e-015
2.9286	0.46667	0	3.0663e-016
3.9811	0.6	0	5.7989e-017
5.4117	0.73333	0	1.0599e-017
7.3564	0.86667	0	1.8721e-018
10	1	0	3.1959e-019
13.594	1.1333	0	5.2727e-020
18.478	1.2667	0	8.4071e-021
25.119	1.4	0	1.2955e-021
34.145	1.5333	0	1.9293e-022
46.416	1.6667	0	2.7768e-023
63.096	1.8	0	3.8625e-024
85.77	1.9333	0	5.1923e-025
