J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.23848
1.5849e-008	-7.8	0	0.45443
2.1544e-008	-7.6667	1	0.83228
2.9286e-008	-7.5333	1	1.4651
3.9811e-008	-7.4	1	2.4787
5.4117e-008	-7.2667	0	4.0307
7.3564e-008	-7.1333	0	6.2998
1e-007	-7	1	9.4636
1.3594e-007	-6.8667	3	13.664
1.8478e-007	-6.7333	5	18.961
2.5119e-007	-6.6	5	25.29
3.4145e-007	-6.4667	13	32.421
4.6416e-007	-6.3333	45	39.947
6.3096e-007	-6.2	90	47.307
8.577e-007	-6.0667	89	53.846
1.1659e-006	-5.9333	70	58.907
1.5849e-006	-5.8	41	61.94
2.1544e-006	-5.6667	42	62.597
2.9286e-006	-5.5333	49	60.803
3.9811e-006	-5.4	62	56.765
5.4117e-006	-5.2667	54	50.936
7.3564e-006	-5.1333	25	43.929
1e-005	-5	19	36.414
1.3594e-005	-4.8667	52	29.011
1.8478e-005	-4.7333	45	22.215
2.5119e-005	-4.6	14	16.35
3.4145e-005	-4.4667	4	11.566
4.6416e-005	-4.3333	12	7.8637
6.3096e-005	-4.2	24	5.1387
8.577e-005	-4.0667	19	3.2275
0.00011659	-3.9333	9	1.9484
0.00015849	-3.8	2	1.1305
0.00021544	-3.6667	1	0.63041
0.00029286	-3.5333	0	0.33789
0.00039811	-3.4	0	0.17407
0.00054117	-3.2667	0	0.086189
0.00073564	-3.1333	0	0.041017
0.001	-3	0	0.018761
0.0013594	-2.8667	0	0.008248
0.0018478	-2.7333	0	0.0034852
0.0025119	-2.6	0	0.0014154
0.0034145	-2.4667	0	0.00055249
0.0046416	-2.3333	0	0.00020728
0.0063096	-2.2	0	7.4742e-005
0.008577	-2.0667	0	2.5904e-005
0.011659	-1.9333	0	8.6288e-006
0.015849	-1.8	0	2.7626e-006
0.021544	-1.6667	0	8.5011e-007
0.029286	-1.5333	0	2.5143e-007
0.039811	-1.4	0	7.1474e-008
0.054117	-1.2667	0	1.9528e-008
0.073564	-1.1333	0	5.1281e-009
0.1	-1	0	1.2943e-009
0.13594	-0.86667	0	3.1399e-010
0.18478	-0.73333	0	7.321e-011
0.25119	-0.6	0	1.6406e-011
0.34145	-0.46667	0	3.5338e-012
0.46416	-0.33333	0	7.3157e-013
0.63096	-0.2	0	1.4556e-013
0.8577	-0.066667	0	2.7838e-014
1.1659	0.066667	0	5.1169e-015
1.5849	0.2	0	9.04e-016
2.1544	0.33333	0	1.535e-016
2.9286	0.46667	0	2.5052e-017
3.9811	0.6	0	3.9296e-018
5.4117	0.73333	0	5.9245e-019
7.3564	0.86667	0	8.5849e-020
10	1	0	1.1957e-020
13.594	1.1333	0	1.6005e-021
18.478	1.2667	0	2.0592e-022
25.119	1.4	0	2.5464e-023
34.145	1.5333	0	3.0265e-024
46.416	1.6667	0	3.4573e-025
63.096	1.8	0	3.796e-026
85.77	1.9333	0	4.0059e-027
