J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.17398
1.5849e-008	-7.8	0	0.33232
2.1544e-008	-7.6667	0	0.61123
2.9286e-008	-7.5333	1	1.0826
3.9811e-008	-7.4	0	1.8463
5.4117e-008	-7.2667	0	3.0321
7.3564e-008	-7.1333	0	4.7951
1e-007	-7	1	7.3021
1.3594e-007	-6.8667	3	10.708
1.8478e-007	-6.7333	3	15.12
2.5119e-007	-6.6	5	20.559
3.4145e-007	-6.4667	4	26.919
4.6416e-007	-6.3333	21	33.941
6.3096e-007	-6.2	53	41.208
8.577e-007	-6.0667	96	48.177
1.1659e-006	-5.9333	82	54.237
1.5849e-006	-5.8	62	58.798
2.1544e-006	-5.6667	46	61.379
2.9286e-006	-5.5333	40	61.7
3.9811e-006	-5.4	54	59.724
5.4117e-006	-5.2667	52	55.669
7.3564e-006	-5.1333	48	49.967
1e-005	-5	28	43.187
1.3594e-005	-4.8667	28	35.943
1.8478e-005	-4.7333	51	28.806
2.5119e-005	-4.6	41	22.231
3.4145e-005	-4.4667	8	16.521
4.6416e-005	-4.3333	6	11.822
6.3096e-005	-4.2	27	8.1466
8.577e-005	-4.0667	18	5.4057
0.00011659	-3.9333	15	3.4541
0.00015849	-3.8	3	2.1252
0.00021544	-3.6667	0	1.2592
0.00029286	-3.5333	0	0.7184
0.00039811	-3.4	0	0.39468
0.00054117	-3.2667	0	0.2088
0.00073564	-3.1333	0	0.10637
0.001	-3	1	0.052179
0.0013594	-2.8667	1	0.024648
0.0018478	-2.7333	0	0.011212
0.0025119	-2.6	0	0.0049108
0.0034145	-2.4667	0	0.0020713
0.0046416	-2.3333	0	0.00084127
0.0063096	-2.2	0	0.00032902
0.008577	-2.0667	0	0.00012391
0.011659	-1.9333	0	4.4938e-005
0.015849	-1.8	0	1.5693e-005
0.021544	-1.6667	0	5.2771e-006
0.029286	-1.5333	0	1.7088e-006
0.039811	-1.4	0	5.3283e-007
0.054117	-1.2667	0	1.5999e-007
0.073564	-1.1333	0	4.6258e-008
0.1	-1	0	1.2879e-008
0.13594	-0.86667	0	3.453e-009
0.18478	-0.73333	0	8.9145e-010
0.25119	-0.6	0	2.2162e-010
0.34145	-0.46667	0	5.3052e-011
0.46416	-0.33333	0	1.223e-011
0.63096	-0.2	0	2.7147e-012
0.8577	-0.066667	0	5.8026e-013
1.1659	0.066667	0	1.1944e-013
1.5849	0.2	0	2.3673e-014
2.1544	0.33333	0	4.5181e-015
2.9286	0.46667	0	8.3037e-016
3.9811	0.6	0	1.4695e-016
5.4117	0.73333	0	2.5044e-017
7.3564	0.86667	0	4.1097e-018
10	1	0	6.4943e-019
13.594	1.1333	0	9.8821e-020
18.478	1.2667	0	1.448e-020
25.119	1.4	0	2.0431e-021
34.145	1.5333	0	2.7759e-022
46.416	1.6667	0	3.6319e-023
63.096	1.8	0	4.5757e-024
85.77	1.9333	0	5.5511e-025
