J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	2.3726e-013
1.5849e-008	-7.8	0	1.3778e-012
2.1544e-008	-7.6667	0	7.6257e-012
2.9286e-008	-7.5333	0	4.0221e-011
3.9811e-008	-7.4	0	2.0217e-010
5.4117e-008	-7.2667	1	9.6848e-010
7.3564e-008	-7.1333	1	4.4213e-009
1e-007	-7	0	1.9236e-008
1.3594e-007	-6.8667	0	7.9758e-008
1.8478e-007	-6.7333	0	3.1516e-007
2.5119e-007	-6.6	0	1.1868e-006
3.4145e-007	-6.4667	0	4.2592e-006
4.6416e-007	-6.3333	0	1.4567e-005
6.3096e-007	-6.2	0	4.7481e-005
8.577e-007	-6.0667	0	0.00014749
1.1659e-006	-5.9333	0	0.00043662
1.5849e-006	-5.8	0	0.0012318
2.1544e-006	-5.6667	0	0.0033118
2.9286e-006	-5.5333	0	0.0084859
3.9811e-006	-5.4	0	0.020722
5.4117e-006	-5.2667	0	0.048222
7.3564e-006	-5.1333	0	0.10695
1e-005	-5	0	0.22604
1.3594e-005	-4.8667	0	0.4553
1.8478e-005	-4.7333	0	0.87399
2.5119e-005	-4.6	0	1.5989
3.4145e-005	-4.4667	2	2.7875
4.6416e-005	-4.3333	0	4.6315
6.3096e-005	-4.2	2	7.3337
8.577e-005	-4.0667	8	11.067
0.00011659	-3.9333	5	15.915
0.00015849	-3.8	10	21.812
0.00021544	-3.6667	46	28.49
0.00029286	-3.5333	16	35.463
0.00039811	-3.4	45	42.069
0.00054117	-3.2667	68	47.559
0.00073564	-3.1333	91	51.24
0.001	-3	37	52.612
0.0013594	-2.8667	20	51.482
0.0018478	-2.7333	28	48.009
0.0025119	-2.6	71	42.666
0.0034145	-2.4667	31	36.136
0.0046416	-2.3333	13	29.168
0.0063096	-2.2	21	22.437
0.008577	-2.0667	29	16.448
0.011659	-1.9333	31	11.491
0.015849	-1.8	12	7.6508
0.021544	-1.6667	6	4.8546
0.029286	-1.5333	5	2.9355
0.039811	-1.4	1	1.6917
0.054117	-1.2667	0	0.9291
0.073564	-1.1333	0	0.48629
0.1	-1	0	0.24256
0.13594	-0.86667	0	0.1153
0.18478	-0.73333	0	0.052236
0.25119	-0.6	0	0.022552
0.34145	-0.46667	0	0.0092791
0.46416	-0.33333	0	0.0036385
0.63096	-0.2	0	0.0013597
0.8577	-0.066667	0	0.00048421
1.1659	0.066667	0	0.00016434
1.5849	0.2	0	5.3155e-005
2.1544	0.33333	0	1.6385e-005
2.9286	0.46667	0	4.8132e-006
3.9811	0.6	0	1.3475e-006
5.4117	0.73333	0	3.5952e-007
7.3564	0.86667	0	9.1412e-008
10	1	0	2.2151e-008
13.594	1.1333	0	5.1153e-009
18.478	1.2667	0	1.1258e-009
25.119	1.4	0	2.3611e-010
34.145	1.5333	0	4.7195e-011
46.416	1.6667	0	8.9901e-012
63.096	1.8	0	1.632e-012
85.77	1.9333	0	2.8235e-013
