J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	2.6256e-009
1.5849e-008	-7.8	0	1.0973e-008
2.1544e-008	-7.6667	0	4.3863e-008
2.9286e-008	-7.5333	0	1.6769e-007
3.9811e-008	-7.4	0	6.132e-007
5.4117e-008	-7.2667	0	2.1446e-006
7.3564e-008	-7.1333	0	7.1741e-006
1e-007	-7	0	2.2953e-005
1.3594e-007	-6.8667	0	7.0238e-005
1.8478e-007	-6.7333	0	0.00020558
2.5119e-007	-6.6	0	0.00057548
3.4145e-007	-6.4667	0	0.0015408
4.6416e-007	-6.3333	1	0.0039459
6.3096e-007	-6.2	0	0.0096647
8.577e-007	-6.0667	0	0.022641
1.1659e-006	-5.9333	0	0.050731
1.5849e-006	-5.8	0	0.10872
2.1544e-006	-5.6667	0	0.22285
2.9286e-006	-5.5333	0	0.43688
3.9811e-006	-5.4	0	0.8192
5.4117e-006	-5.2667	0	1.4692
7.3564e-006	-5.1333	0	2.5201
1e-005	-5	0	4.1346
1.3594e-005	-4.8667	0	6.4879
1.8478e-005	-4.7333	6	9.7373
2.5119e-005	-4.6	6	13.978
3.4145e-005	-4.4667	8	19.191
4.6416e-005	-4.3333	14	25.201
6.3096e-005	-4.2	45	31.652
8.577e-005	-4.0667	48	38.023
0.00011659	-3.9333	31	43.688
0.00015849	-3.8	85	48.01
0.00021544	-3.6667	67	50.463
0.00029286	-3.5333	28	50.73
0.00039811	-3.4	26	48.778
0.00054117	-3.2667	24	44.859
0.00073564	-3.1333	72	39.458
0.001	-3	24	33.195
0.0013594	-2.8667	15	26.711
0.0018478	-2.7333	14	20.557
0.0025119	-2.6	34	15.132
0.0034145	-2.4667	31	10.653
0.0046416	-2.3333	9	7.1738
0.0063096	-2.2	6	4.6203
0.008577	-2.0667	4	2.8461
0.011659	-1.9333	2	1.6769
0.015849	-1.8	0	0.94496
0.021544	-1.6667	0	0.50931
0.029286	-1.5333	0	0.26255
0.039811	-1.4	0	0.12945
0.054117	-1.2667	0	0.061048
0.073564	-1.1333	0	0.027536
0.1	-1	0	0.011879
0.13594	-0.86667	0	0.0049014
0.18478	-0.73333	0	0.0019343
0.25119	-0.6	0	0.00073014
0.34145	-0.46667	0	0.0002636
0.46416	-0.33333	0	9.1019e-005
0.63096	-0.2	0	3.006e-005
0.8577	-0.066667	0	9.4954e-006
1.1659	0.066667	0	2.8688e-006
1.5849	0.2	0	8.2898e-007
2.1544	0.33333	0	2.2911e-007
2.9286	0.46667	0	6.0565e-008
3.9811	0.6	0	1.5313e-008
5.4117	0.73333	0	3.703e-009
7.3564	0.86667	0	8.5646e-010
10	1	0	1.8947e-010
13.594	1.1333	0	4.0088e-011
18.478	1.2667	0	8.1126e-012
25.119	1.4	0	1.5702e-012
34.145	1.5333	0	2.9069e-013
46.416	1.6667	0	5.1472e-014
63.096	1.8	0	8.717e-015
85.77	1.9333	0	1.412e-015
