J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	7.055e-010
1.5849e-008	-7.8	0	3.0826e-009
2.1544e-008	-7.6667	0	1.2879e-008
2.9286e-008	-7.5333	0	5.1449e-008
3.9811e-008	-7.4	0	1.9653e-007
5.4117e-008	-7.2667	0	7.178e-007
7.3564e-008	-7.1333	0	2.5068e-006
1e-007	-7	0	8.3713e-006
1.3594e-007	-6.8667	0	2.673e-005
1.8478e-007	-6.7333	1	8.161e-005
2.5119e-007	-6.6	0	0.00023825
3.4145e-007	-6.4667	0	0.00066505
4.6416e-007	-6.3333	0	0.0017751
6.3096e-007	-6.2	0	0.0045304
8.577e-007	-6.0667	0	0.011056
1.1659e-006	-5.9333	0	0.025797
1.5849e-006	-5.8	0	0.057558
2.1544e-006	-5.6667	0	0.1228
2.9286e-006	-5.5333	0	0.25049
3.9811e-006	-5.4	0	0.4886
5.4117e-006	-5.2667	0	0.91127
7.3564e-006	-5.1333	0	1.6251
1e-005	-5	0	2.7711
1.3594e-005	-4.8667	0	4.5183
1.8478e-005	-4.7333	0	7.0443
2.5119e-005	-4.6	8	10.501
3.4145e-005	-4.4667	5	14.968
4.6416e-005	-4.3333	9	20.401
6.3096e-005	-4.2	18	26.588
8.577e-005	-4.0667	58	33.132
0.00011659	-3.9333	27	39.477
0.00015849	-3.8	46	44.977
0.00021544	-3.6667	92	48.998
0.00029286	-3.5333	61	51.039
0.00039811	-3.4	21	50.836
0.00054117	-3.2667	21	48.415
0.00073564	-3.1333	33	44.088
0.001	-3	79	38.39
0.0013594	-2.8667	7	31.963
0.0018478	-2.7333	19	25.446
0.0025119	-2.6	18	19.37
0.0034145	-2.4667	41	14.099
0.0046416	-2.3333	21	9.8124
0.0063096	-2.2	5	6.5299
0.008577	-2.0667	6	4.1551
0.011659	-1.9333	4	2.5281
0.015849	-1.8	0	1.4708
0.021544	-1.6667	0	0.81819
0.029286	-1.5333	0	0.4352
0.039811	-1.4	0	0.22135
0.054117	-1.2667	0	0.10764
0.073564	-1.1333	0	0.050056
0.1	-1	0	0.022256
0.13594	-0.86667	0	0.0094624
0.18478	-0.73333	0	0.0038467
0.25119	-0.6	0	0.0014952
0.34145	-0.46667	0	0.00055574
0.46416	-0.33333	0	0.00019751
0.63096	-0.2	0	6.7116e-005
0.8577	-0.066667	0	2.1808e-005
1.1659	0.066667	0	6.7755e-006
1.5849	0.2	0	2.0129e-006
2.1544	0.33333	0	5.7177e-007
2.9286	0.46667	0	1.553e-007
3.9811	0.6	0	4.0333e-008
5.4117	0.73333	0	1.0016e-008
7.3564	0.86667	0	2.3783e-009
10	1	0	5.3999e-010
13.594	1.1333	0	1.1723e-010
18.478	1.2667	0	2.4335e-011
25.119	1.4	0	4.8303e-012
34.145	1.5333	0	9.1675e-013
46.416	1.6667	0	1.6637e-013
63.096	1.8	0	2.8869e-014
85.77	1.9333	0	4.7899e-015
