J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	1	1.3979e-012
1.5849e-008	-7.8	0	7.5546e-012
2.1544e-008	-7.6667	0	3.8961e-011
2.9286e-008	-7.5333	0	1.9174e-010
3.9811e-008	-7.4	0	9.0045e-010
5.4117e-008	-7.2667	0	4.0353e-009
7.3564e-008	-7.1333	1	1.7257e-008
1e-007	-7	0	7.0421e-008
1.3594e-007	-6.8667	0	2.7423e-007
1.8478e-007	-6.7333	0	1.019e-006
2.5119e-007	-6.6	0	3.6136e-006
3.4145e-007	-6.4667	0	1.2228e-005
4.6416e-007	-6.3333	0	3.9485e-005
6.3096e-007	-6.2	0	0.00012167
8.577e-007	-6.0667	0	0.00035775
1.1659e-006	-5.9333	0	0.0010038
1.5849e-006	-5.8	0	0.0026878
2.1544e-006	-5.6667	0	0.0068677
2.9286e-006	-5.5333	0	0.016745
3.9811e-006	-5.4	0	0.038961
5.4117e-006	-5.2667	0	0.086505
7.3564e-006	-5.1333	0	0.18328
1e-005	-5	0	0.37056
1.3594e-005	-4.8667	0	0.71493
1.8478e-005	-4.7333	0	1.3162
2.5119e-005	-4.6	0	2.3125
3.4145e-005	-4.4667	2	3.8769
4.6416e-005	-4.3333	0	6.2023
6.3096e-005	-4.2	5	9.4688
8.577e-005	-4.0667	7	13.794
0.00011659	-3.9333	9	19.177
0.00015849	-3.8	22	25.439
0.00021544	-3.6667	41	32.204
0.00029286	-3.5333	30	38.903
0.00039811	-3.4	49	44.845
0.00054117	-3.2667	92	49.331
0.00073564	-3.1333	55	51.783
0.001	-3	28	51.871
0.0013594	-2.8667	27	49.582
0.0018478	-2.7333	38	45.227
0.0025119	-2.6	68	39.367
0.0034145	-2.4667	13	32.699
0.0046416	-2.3333	20	25.918
0.0063096	-2.2	18	19.603
0.008577	-2.0667	44	14.149
0.011659	-1.9333	12	9.7453
0.015849	-1.8	8	6.4051
0.021544	-1.6667	6	4.0172
0.029286	-1.5333	4	2.4043
0.039811	-1.4	0	1.3731
0.054117	-1.2667	0	0.74837
0.073564	-1.1333	0	0.3892
0.1	-1	0	0.19316
0.13594	-0.86667	0	0.091475
0.18478	-0.73333	0	0.04134
0.25119	-0.6	0	0.017828
0.34145	-0.46667	0	0.0073365
0.46416	-0.33333	0	0.002881
0.63096	-0.2	0	0.0010796
0.8577	-0.066667	0	0.00038607
1.1659	0.066667	0	0.00013174
1.5849	0.2	0	4.29e-005
2.1544	0.33333	0	1.3331e-005
2.9286	0.46667	0	3.9528e-006
3.9811	0.6	0	1.1185e-006
5.4117	0.73333	0	3.0201e-007
7.3564	0.86667	0	7.7818e-008
10	1	0	1.9134e-008
13.594	1.1333	0	4.4895e-009
18.478	1.2667	0	1.0052e-009
25.119	1.4	0	2.1477e-010
34.145	1.5333	0	4.3789e-011
46.416	1.6667	0	8.5196e-012
63.096	1.8	0	1.5818e-012
85.77	1.9333	0	2.8024e-013
