J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.3766e-011
1.5849e-008	-7.8	0	7.1228e-011
2.1544e-008	-7.6667	0	3.5128e-010
2.9286e-008	-7.5333	0	1.6512e-009
3.9811e-008	-7.4	0	7.3981e-009
5.4117e-008	-7.2667	0	3.1592e-008
7.3564e-008	-7.1333	0	1.2858e-007
1e-007	-7	0	4.9882e-007
1.3594e-007	-6.8667	0	1.8444e-006
1.8478e-007	-6.7333	0	6.5001e-006
2.5119e-007	-6.6	0	2.1834e-005
3.4145e-007	-6.4667	0	6.9903e-005
4.6416e-007	-6.3333	0	0.00021331
6.3096e-007	-6.2	0	0.00062041
8.577e-007	-6.0667	0	0.0017199
1.1659e-006	-5.9333	0	0.0045442
1.5849e-006	-5.8	0	0.011444
2.1544e-006	-5.6667	0	0.027469
2.9286e-006	-5.5333	0	0.062845
3.9811e-006	-5.4	0	0.13704
5.4117e-006	-5.2667	0	0.28482
7.3564e-006	-5.1333	0	0.56421
1e-005	-5	0	1.0653
1.3594e-005	-4.8667	0	1.9171
1.8478e-005	-4.7333	0	3.2883
2.5119e-005	-4.6	0	5.3759
3.4145e-005	-4.4667	3	8.3768
4.6416e-005	-4.3333	6	12.441
6.3096e-005	-4.2	6	17.611
8.577e-005	-4.0667	15	23.762
0.00011659	-3.9333	44	30.557
0.00015849	-3.8	25	37.454
0.00021544	-3.6667	42	43.755
0.00029286	-3.5333	95	48.721
0.00039811	-3.4	62	51.708
0.00054117	-3.2667	37	52.305
0.00073564	-3.1333	22	50.429
0.001	-3	33	46.342
0.0013594	-2.8667	70	40.59
0.0018478	-2.7333	18	33.885
0.0025119	-2.6	12	26.962
0.0034145	-2.4667	20	20.448
0.0046416	-2.3333	31	14.781
0.0063096	-2.2	36	10.183
0.008577	-2.0667	9	6.6871
0.011659	-1.9333	8	4.1854
0.015849	-1.8	4	2.4968
0.021544	-1.6667	2	1.4197
0.029286	-1.5333	0	0.76938
0.039811	-1.4	0	0.39742
0.054117	-1.2667	0	0.19566
0.073564	-1.1333	0	0.091814
0.1	-1	0	0.041064
0.13594	-0.86667	0	0.017505
0.18478	-0.73333	0	0.0071126
0.25119	-0.6	0	0.0027545
0.34145	-0.46667	0	0.0010167
0.46416	-0.33333	0	0.00035769
0.63096	-0.2	0	0.00011994
0.8577	-0.066667	0	3.8334e-005
1.1659	0.066667	0	1.1678e-005
1.5849	0.2	0	3.3906e-006
2.1544	0.33333	0	9.3829e-007
2.9286	0.46667	0	2.4749e-007
3.9811	0.6	0	6.2219e-008
5.4117	0.73333	0	1.4909e-008
7.3564	0.86667	0	3.405e-009
10	1	0	7.412e-010
13.594	1.1333	0	1.5378e-010
18.478	1.2667	0	3.0411e-011
25.119	1.4	0	5.7321e-012
34.145	1.5333	0	1.0298e-012
46.416	1.6667	0	1.7633e-013
63.096	1.8	0	2.8777e-014
85.77	1.9333	0	4.4763e-015
