J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	4.8426e-008
1.5849e-008	-7.8	0	1.8386e-007
2.1544e-008	-7.6667	0	6.6782e-007
2.9286e-008	-7.5333	0	2.3206e-006
3.9811e-008	-7.4	0	7.7142e-006
5.4117e-008	-7.2667	0	2.4533e-005
7.3564e-008	-7.1333	0	7.4641e-005
1e-007	-7	1	0.00021725
1.3594e-007	-6.8667	0	0.00060494
1.8478e-007	-6.7333	0	0.0016115
2.5119e-007	-6.6	0	0.0041068
3.4145e-007	-6.4667	0	0.010013
4.6416e-007	-6.3333	0	0.023353
6.3096e-007	-6.2	0	0.052109
8.577e-007	-6.0667	0	0.11124
1.1659e-006	-5.9333	0	0.22716
1.5849e-006	-5.8	0	0.4438
2.1544e-006	-5.6667	0	0.82948
2.9286e-006	-5.5333	0	1.4832
3.9811e-006	-5.4	1	2.5371
5.4117e-006	-5.2667	0	4.1518
7.3564e-006	-5.1333	1	6.5
1e-005	-5	2	9.7352
1.3594e-005	-4.8667	7	13.949
1.8478e-005	-4.7333	5	19.121
2.5119e-005	-4.6	18	25.074
3.4145e-005	-4.4667	47	31.456
4.6416e-005	-4.3333	27	37.754
6.3096e-005	-4.2	36	43.348
8.577e-005	-4.0667	117	47.615
0.00011659	-3.9333	47	50.036
0.00015849	-3.8	34	50.302
0.00021544	-3.6667	16	48.378
0.00029286	-3.5333	22	44.512
0.00039811	-3.4	68	39.18
0.00054117	-3.2667	31	32.993
0.00073564	-3.1333	15	26.579
0.001	-3	19	20.484
0.0013594	-2.8667	16	15.103
0.0018478	-2.7333	46	10.653
0.0025119	-2.6	10	7.1885
0.0034145	-2.4667	7	4.6406
0.0046416	-2.3333	5	2.8659
0.0063096	-2.2	2	1.6933
0.008577	-2.0667	0	0.95707
0.011659	-1.9333	0	0.51752
0.015849	-1.8	0	0.26772
0.021544	-1.6667	0	0.13249
0.029286	-1.5333	0	0.062728
0.039811	-1.4	0	0.028412
0.054117	-1.2667	0	0.012311
0.073564	-1.1333	0	0.0051034
0.1	-1	0	0.0020239
0.13594	-0.86667	0	0.00076785
0.18478	-0.73333	0	0.0002787
0.25119	-0.6	0	9.6771e-005
0.34145	-0.46667	0	3.2146e-005
0.46416	-0.33333	0	1.0216e-005
0.63096	-0.2	0	3.1058e-006
0.8577	-0.066667	0	9.0331e-007
1.1659	0.066667	0	2.5134e-007
1.5849	0.2	0	6.6906e-008
2.1544	0.33333	0	1.7038e-008
2.9286	0.46667	0	4.1509e-009
3.9811	0.6	0	9.6744e-010
5.4117	0.73333	0	2.1571e-010
7.3564	0.86667	0	4.6013e-011
10	1	0	9.3897e-012
13.594	1.1333	0	1.8331e-012
18.478	1.2667	0	3.4236e-013
25.119	1.4	0	6.1171e-014
34.145	1.5333	0	1.0456e-014
46.416	1.6667	0	1.7099e-015
63.096	1.8	0	2.6749e-016
85.77	1.9333	0	4.0034e-017
