J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.0123e-006
1.5849e-008	-7.8	0	3.2192e-006
2.1544e-008	-7.6667	0	9.8442e-006
2.9286e-008	-7.5333	0	2.8947e-005
3.9811e-008	-7.4	1	8.1851e-005
5.4117e-008	-7.2667	0	0.00022255
7.3564e-008	-7.1333	0	0.00058189
1e-007	-7	0	0.001463
1.3594e-007	-6.8667	0	0.003537
1.8478e-007	-6.7333	0	0.0082228
2.5119e-007	-6.6	0	0.018382
3.4145e-007	-6.4667	0	0.039516
4.6416e-007	-6.3333	0	0.081685
6.3096e-007	-6.2	1	0.16237
8.577e-007	-6.0667	0	0.31035
1.1659e-006	-5.9333	0	0.57043
1.5849e-006	-5.8	0	1.0082
2.1544e-006	-5.6667	0	1.7135
2.9286e-006	-5.5333	1	2.8003
3.9811e-006	-5.4	2	4.4008
5.4117e-006	-5.2667	0	6.6504
7.3564e-006	-5.1333	7	9.6641
1e-005	-5	12	13.504
1.3594e-005	-4.8667	8	18.145
1.8478e-005	-4.7333	15	23.445
2.5119e-005	-4.6	38	29.13
3.4145e-005	-4.4667	30	34.803
4.6416e-005	-4.3333	41	39.984
6.3096e-005	-4.2	60	44.173
8.577e-005	-4.0667	91	46.926
0.00011659	-3.9333	29	47.936
0.00015849	-3.8	14	47.088
0.00021544	-3.6667	28	44.479
0.00029286	-3.5333	51	40.4
0.00039811	-3.4	47	35.287
0.00054117	-3.2667	18	29.637
0.00073564	-3.1333	17	23.936
0.001	-3	29	18.589
0.0013594	-2.8667	34	13.882
0.0018478	-2.7333	8	9.9691
0.0025119	-2.6	9	6.884
0.0034145	-2.4667	3	4.5712
0.0046416	-2.3333	4	2.9188
0.0063096	-2.2	1	1.7921
0.008577	-2.0667	0	1.0581
0.011659	-1.9333	0	0.60075
0.015849	-1.8	0	0.32798
0.021544	-1.6667	0	0.17218
0.029286	-1.5333	0	0.086922
0.039811	-1.4	0	0.042195
0.054117	-1.2667	0	0.019696
0.073564	-1.1333	0	0.0088411
0.1	-1	0	0.0038161
0.13594	-0.86667	1	0.0015839
0.18478	-0.73333	0	0.00063215
0.25119	-0.6	0	0.00024261
0.34145	-0.46667	0	8.9537e-005
0.46416	-0.33333	0	3.1775e-005
0.63096	-0.2	0	1.0843e-005
0.8577	-0.066667	0	3.5582e-006
1.1659	0.066667	0	1.1228e-006
1.5849	0.2	0	3.4068e-007
2.1544	0.33333	0	9.9402e-008
2.9286	0.46667	0	2.7889e-008
3.9811	0.6	0	7.5244e-009
5.4117	0.73333	0	1.9521e-009
7.3564	0.86667	0	4.87e-010
10	1	0	1.1683e-010
13.594	1.1333	0	2.695e-011
18.478	1.2667	0	5.9781e-012
25.119	1.4	0	1.2751e-012
34.145	1.5333	0	2.6155e-013
46.416	1.6667	0	5.1587e-014
63.096	1.8	0	9.784e-015
85.77	1.9333	0	1.7844e-015
