J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.1997e-010
1.5849e-008	-7.8	0	5.719e-010
2.1544e-008	-7.6667	0	2.6013e-009
2.9286e-008	-7.5333	0	1.129e-008
3.9811e-008	-7.4	0	4.6755e-008
5.4117e-008	-7.2667	0	1.8476e-007
7.3564e-008	-7.1333	0	6.9665e-007
1e-007	-7	0	2.5065e-006
1.3594e-007	-6.8667	0	8.6048e-006
1.8478e-007	-6.7333	0	2.8188e-005
2.5119e-007	-6.6	0	8.8106e-005
3.4145e-007	-6.4667	1	0.00026278
4.6416e-007	-6.3333	0	0.00074785
6.3096e-007	-6.2	0	0.0020308
8.577e-007	-6.0667	0	0.0052622
1.1659e-006	-5.9333	0	0.01301
1.5849e-006	-5.8	0	0.030694
2.1544e-006	-5.6667	0	0.069096
2.9286e-006	-5.5333	0	0.14842
3.9811e-006	-5.4	0	0.30419
5.4117e-006	-5.2667	0	0.59492
7.3564e-006	-5.1333	0	1.1102
1e-005	-5	0	1.9768
1.3594e-005	-4.8667	0	3.3587
1.8478e-005	-4.7333	0	5.4453
2.5119e-005	-4.6	2	8.4236
3.4145e-005	-4.4667	7	12.434
4.6416e-005	-4.3333	7	17.513
6.3096e-005	-4.2	10	23.537
8.577e-005	-4.0667	51	30.184
0.00011659	-3.9333	22	36.934
0.00015849	-3.8	37	43.124
0.00021544	-3.6667	98	48.044
0.00029286	-3.5333	61	51.074
0.00039811	-3.4	40	51.808
0.00054117	-3.2667	20	50.146
0.00073564	-3.1333	25	46.313
0.001	-3	76	40.813
0.0013594	-2.8667	22	34.319
0.0018478	-2.7333	14	27.537
0.0025119	-2.6	17	21.082
0.0034145	-2.4667	24	15.401
0.0046416	-2.3333	42	10.736
0.0063096	-2.2	10	7.1409
0.008577	-2.0667	8	4.5321
0.011659	-1.9333	4	2.7447
0.015849	-1.8	2	1.586
0.021544	-1.6667	0	0.8745
0.029286	-1.5333	0	0.4601
0.039811	-1.4	0	0.23098
0.054117	-1.2667	0	0.11065
0.073564	-1.1333	0	0.050575
0.1	-1	0	0.022058
0.13594	-0.86667	0	0.0091797
0.18478	-0.73333	0	0.0036453
0.25119	-0.6	0	0.0013812
0.34145	-0.46667	0	0.00049939
0.46416	-0.33333	0	0.00017228
0.63096	-0.2	0	5.6714e-005
0.8577	-0.066667	0	1.7814e-005
1.1659	0.066667	0	5.3392e-006
1.5849	0.2	0	1.5269e-006
2.1544	0.33333	0	4.1668e-007
2.9286	0.46667	0	1.085e-007
3.9811	0.6	0	2.6957e-008
5.4117	0.73333	0	6.391e-009
7.3564	0.86667	0	1.4457e-009
10	1	0	3.1207e-010
13.594	1.1333	0	6.4275e-011
18.478	1.2667	0	1.2632e-011
25.119	1.4	0	2.3689e-012
34.145	1.5333	0	4.2388e-013
46.416	1.6667	0	7.2373e-014
63.096	1.8	0	1.1791e-014
85.77	1.9333	0	1.833e-015
