J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	6.778e-009
1.5849e-008	-7.8	0	2.6676e-008
2.1544e-008	-7.6667	0	1.0061e-007
2.9286e-008	-7.5333	0	3.6364e-007
3.9811e-008	-7.4	0	1.2595e-006
5.4117e-008	-7.2667	1	4.1805e-006
7.3564e-008	-7.1333	0	1.3297e-005
1e-007	-7	0	4.053e-005
1.3594e-007	-6.8667	0	0.00011839
1.8478e-007	-6.7333	0	0.00033138
2.5119e-007	-6.6	1	0.00088889
3.4145e-007	-6.4667	0	0.0022849
4.6416e-007	-6.3333	0	0.0056285
6.3096e-007	-6.2	0	0.013287
8.577e-007	-6.0667	0	0.030057
1.1659e-006	-5.9333	0	0.065158
1.5849e-006	-5.8	0	0.13536
2.1544e-006	-5.6667	0	0.26947
2.9286e-006	-5.5333	0	0.51408
3.9811e-006	-5.4	1	0.93984
5.4117e-006	-5.2667	0	1.6466
7.3564e-006	-5.1333	0	2.7644
1e-005	-5	0	4.4475
1.3594e-005	-4.8667	0	6.8571
1.8478e-005	-4.7333	5	10.131
2.5119e-005	-4.6	7	14.344
3.4145e-005	-4.4667	11	19.463
4.6416e-005	-4.3333	19	25.306
6.3096e-005	-4.2	42	31.531
8.577e-005	-4.0667	46	37.65
0.00011659	-3.9333	34	43.081
0.00015849	-3.8	80	47.239
0.00021544	-3.6667	66	49.639
0.00029286	-3.5333	25	49.985
0.00039811	-3.4	23	48.235
0.00054117	-3.2667	29	44.604
0.00073564	-3.1333	81	39.527
0.001	-3	12	33.567
0.0013594	-2.8667	19	27.317
0.0018478	-2.7333	18	21.304
0.0025119	-2.6	40	15.921
0.0034145	-2.4667	20	11.402
0.0046416	-2.3333	9	7.8253
0.0063096	-2.2	4	5.1466
0.008577	-2.0667	6	3.2437
0.011659	-1.9333	1	1.9591
0.015849	-1.8	0	1.1339
0.021544	-1.6667	0	0.62891
0.029286	-1.5333	0	0.33427
0.039811	-1.4	0	0.17026
0.054117	-1.2667	0	0.083106
0.073564	-1.1333	0	0.038873
0.1	-1	0	0.017425
0.13594	-0.86667	0	0.0074848
0.18478	-0.73333	0	0.003081
0.25119	-0.6	0	0.0012154
0.34145	-0.46667	0	0.00045944
0.46416	-0.33333	0	0.00016643
0.63096	-0.2	0	5.7777e-005
0.8577	-0.066667	0	1.9221e-005
1.1659	0.066667	0	6.1275e-006
1.5849	0.2	0	1.8719e-006
2.1544	0.33333	0	5.4803e-007
2.9286	0.46667	0	1.5375e-007
3.9811	0.6	0	4.1336e-008
5.4117	0.73333	0	1.065e-008
7.3564	0.86667	0	2.6294e-009
10	1	0	6.2211e-010
13.594	1.1333	0	1.4105e-010
18.478	1.2667	0	3.0647e-011
25.119	1.4	0	6.3812e-012
34.145	1.5333	0	1.2733e-012
46.416	1.6667	0	2.4346e-013
63.096	1.8	0	4.4611e-014
85.77	1.9333	0	7.8334e-015
