J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.0892e-007
1.5849e-008	-7.8	0	3.8064e-007
2.1544e-008	-7.6667	0	1.2773e-006
2.9286e-008	-7.5333	0	4.1161e-006
3.9811e-008	-7.4	1	1.2736e-005
5.4117e-008	-7.2667	0	3.7842e-005
7.3564e-008	-7.1333	0	0.00010797
1e-007	-7	0	0.0002958
1.3594e-007	-6.8667	0	0.00077816
1.8478e-007	-6.7333	0	0.0019658
2.5119e-007	-6.6	0	0.0047683
3.4145e-007	-6.4667	0	0.011107
4.6416e-007	-6.3333	0	0.024842
6.3096e-007	-6.2	0	0.053354
8.577e-007	-6.0667	0	0.11003
1.1659e-006	-5.9333	0	0.2179
1.5849e-006	-5.8	0	0.41436
2.1544e-006	-5.6667	0	0.75662
2.9286e-006	-5.5333	0	1.3267
3.9811e-006	-5.4	1	2.2337
5.4117e-006	-5.2667	0	3.6113
7.3564e-006	-5.1333	1	5.6064
1e-005	-5	0	8.3576
1.3594e-005	-4.8667	6	11.964
1.8478e-005	-4.7333	8	16.445
2.5119e-005	-4.6	10	21.705
3.4145e-005	-4.4667	30	27.51
4.6416e-005	-4.3333	38	33.48
6.3096e-005	-4.2	24	39.126
8.577e-005	-4.0667	94	43.907
0.00011659	-3.9333	67	47.312
0.00015849	-3.8	45	48.955
0.00021544	-3.6667	20	48.64
0.00029286	-3.5333	15	46.406
0.00039811	-3.4	36	42.515
0.00054117	-3.2667	76	37.401
0.00073564	-3.1333	12	31.594
0.001	-3	23	25.628
0.0013594	-2.8667	17	19.962
0.0018478	-2.7333	39	14.93
0.0025119	-2.6	17	10.723
0.0034145	-2.4667	9	7.3948
0.0046416	-2.3333	5	4.897
0.0063096	-2.2	5	3.114
0.008577	-2.0667	1	1.9014
0.011659	-1.9333	0	1.1149
0.015849	-1.8	0	0.62769
0.021544	-1.6667	0	0.33935
0.029286	-1.5333	0	0.17617
0.039811	-1.4	0	0.087822
0.054117	-1.2667	0	0.042039
0.073564	-1.1333	0	0.019323
0.1	-1	0	0.0085286
0.13594	-0.86667	0	0.0036147
0.18478	-0.73333	0	0.0014711
0.25119	-0.6	0	0.00057488
0.34145	-0.46667	0	0.00021573
0.46416	-0.33333	0	7.7734e-005
0.63096	-0.2	0	2.6897e-005
0.8577	-0.066667	0	8.9365e-006
1.1659	0.066667	0	2.8511e-006
1.5849	0.2	0	8.7346e-007
2.1544	0.33333	0	2.5695e-007
2.9286	0.46667	0	7.2584e-008
3.9811	0.6	0	1.9688e-008
5.4117	0.73333	0	5.1281e-009
7.3564	0.86667	0	1.2826e-009
10	1	0	3.0803e-010
13.594	1.1333	0	7.1036e-011
18.478	1.2667	0	1.5731e-011
25.119	1.4	0	3.345e-012
34.145	1.5333	0	6.8301e-013
46.416	1.6667	0	1.3392e-013
63.096	1.8	0	2.5213e-014
85.77	1.9333	0	4.5582e-015
