J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.4249e-011
1.5849e-008	-7.8	1	7.2055e-011
2.1544e-008	-7.6667	0	3.4773e-010
2.9286e-008	-7.5333	0	1.6015e-009
3.9811e-008	-7.4	0	7.0393e-009
5.4117e-008	-7.2667	0	2.9528e-008
7.3564e-008	-7.1333	1	1.1821e-007
1e-007	-7	0	4.5162e-007
1.3594e-007	-6.8667	0	1.6467e-006
1.8478e-007	-6.7333	0	5.73e-006
2.5119e-007	-6.6	0	1.9028e-005
3.4145e-007	-6.4667	0	6.0306e-005
4.6416e-007	-6.3333	0	0.0001824
6.3096e-007	-6.2	0	0.00052652
8.577e-007	-6.0667	0	0.0014504
1.1659e-006	-5.9333	0	0.0038133
1.5849e-006	-5.8	0	0.0095676
2.1544e-006	-5.6667	0	0.02291
2.9286e-006	-5.5333	0	0.052353
3.9811e-006	-5.4	0	0.11418
5.4117e-006	-5.2667	0	0.23764
7.3564e-006	-5.1333	0	0.47203
1e-005	-5	0	0.8948
1.3594e-005	-4.8667	0	1.6188
1.8478e-005	-4.7333	0	2.7949
2.5119e-005	-4.6	0	4.6053
3.4145e-005	-4.4667	4	7.2419
4.6416e-005	-4.3333	5	10.868
6.3096e-005	-4.2	8	15.566
8.577e-005	-4.0667	11	21.276
0.00011659	-3.9333	37	27.754
0.00015849	-3.8	25	34.552
0.00021544	-3.6667	41	41.051
0.00029286	-3.5333	66	46.546
0.00039811	-3.4	83	50.367
0.00054117	-3.2667	42	52.015
0.00073564	-3.1333	24	51.264
0.001	-3	33	48.218
0.0013594	-2.8667	56	43.282
0.0018478	-2.7333	44	37.079
0.0025119	-2.6	11	30.314
0.0034145	-2.4667	20	23.653
0.0046416	-2.3333	28	17.612
0.0063096	-2.2	36	12.516
0.008577	-2.0667	10	8.4884
0.011659	-1.9333	6	5.4941
0.015849	-1.8	6	3.3937
0.021544	-1.6667	2	2.0006
0.029286	-1.5333	0	1.1255
0.039811	-1.4	0	0.6043
0.054117	-1.2667	0	0.30965
0.073564	-1.1333	0	0.15142
0.1	-1	0	0.070668
0.13594	-0.86667	0	0.031475
0.18478	-0.73333	0	0.013379
0.25119	-0.6	0	0.0054271
0.34145	-0.46667	0	0.002101
0.46416	-0.33333	0	0.00077627
0.63096	-0.2	0	0.00027371
0.8577	-0.066667	0	9.2107e-005
1.1659	0.066667	0	2.958e-005
1.5849	0.2	0	9.0658e-006
2.1544	0.33333	0	2.6517e-006
2.9286	0.46667	0	7.4021e-007
3.9811	0.6	0	1.972e-007
5.4117	0.73333	0	5.0135e-008
7.3564	0.86667	0	1.2165e-008
10	1	0	2.8169e-009
13.594	1.1333	0	6.2251e-010
18.478	1.2667	0	1.3129e-010
25.119	1.4	0	2.6425e-011
34.145	1.5333	0	5.076e-012
46.416	1.6667	0	9.3054e-013
63.096	1.8	0	1.628e-013
85.77	1.9333	0	2.7182e-014
