J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.6376e-010
1.5849e-008	-7.8	0	7.4145e-010
2.1544e-008	-7.6667	1	3.2114e-009
2.9286e-008	-7.5333	0	1.3306e-008
3.9811e-008	-7.4	0	5.2737e-008
5.4117e-008	-7.2667	1	1.9995e-007
7.3564e-008	-7.1333	0	7.2521e-007
1e-007	-7	0	2.5162e-006
1.3594e-007	-6.8667	0	8.3511e-006
1.8478e-007	-6.7333	0	2.6515e-005
2.5119e-007	-6.6	0	8.053e-005
3.4145e-007	-6.4667	0	0.00023397
4.6416e-007	-6.3333	0	0.00065027
6.3096e-007	-6.2	0	0.0017289
8.577e-007	-6.0667	0	0.0043971
1.1659e-006	-5.9333	0	0.010698
1.5849e-006	-5.8	0	0.024898
2.1544e-006	-5.6667	0	0.055432
2.9286e-006	-5.5333	0	0.11806
3.9811e-006	-5.4	0	0.24052
5.4117e-006	-5.2667	0	0.46876
7.3564e-006	-5.1333	0	0.87394
1e-005	-5	0	1.5586
1.3594e-005	-4.8667	0	2.6591
1.8478e-005	-4.7333	0	4.3397
2.5119e-005	-4.6	1	6.7751
3.4145e-005	-4.4667	8	10.118
4.6416e-005	-4.3333	8	14.455
6.3096e-005	-4.2	8	19.755
8.577e-005	-4.0667	28	25.827
0.00011659	-3.9333	37	32.299
0.00015849	-3.8	31	38.641
0.00021544	-3.6667	50	44.221
0.00029286	-3.5333	88	48.412
0.00039811	-3.4	56	50.699
0.00054117	-3.2667	25	50.79
0.00073564	-3.1333	22	48.674
0.001	-3	44	44.621
0.0013594	-2.8667	68	39.131
0.0018478	-2.7333	13	32.827
0.0025119	-2.6	17	26.344
0.0034145	-2.4667	20	20.224
0.0046416	-2.3333	45	14.851
0.0063096	-2.2	11	10.433
0.008577	-2.0667	9	7.0111
0.011659	-1.9333	5	4.507
0.015849	-1.8	4	2.7716
0.021544	-1.6667	0	1.6304
0.029286	-1.5333	0	0.9175
0.039811	-1.4	0	0.4939
0.054117	-1.2667	0	0.25434
0.073564	-1.1333	0	0.12529
0.1	-1	0	0.05904
0.13594	-0.86667	0	0.026614
0.18478	-0.73333	0	0.011477
0.25119	-0.6	0	0.0047342
0.34145	-0.46667	0	0.0018681
0.46416	-0.33333	0	0.00070519
0.63096	-0.2	0	0.00025464
0.8577	-0.066667	0	8.7962e-005
1.1659	0.066667	0	2.9066e-005
1.5849	0.2	0	9.1879e-006
2.1544	0.33333	0	2.7783e-006
2.9286	0.46667	0	8.0364e-007
3.9811	0.6	0	2.2238e-007
5.4117	0.73333	0	5.8863e-008
7.3564	0.86667	0	1.4905e-008
10	1	0	3.6104e-009
13.594	1.1333	0	8.3658e-010
18.478	1.2667	0	1.8543e-010
25.119	1.4	0	3.932e-011
34.145	1.5333	0	7.9755e-012
46.416	1.6667	0	1.5475e-012
63.096	1.8	0	2.8725e-013
85.77	1.9333	0	5.1004e-014
