J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	9.8551e-011
1.5849e-008	-7.8	0	4.6172e-010
2.1544e-008	-7.6667	0	2.0669e-009
2.9286e-008	-7.5333	0	8.8412e-009
3.9811e-008	-7.4	0	3.6135e-008
5.4117e-008	-7.2667	0	1.4112e-007
7.3564e-008	-7.1333	0	5.2659e-007
1e-007	-7	0	1.8776e-006
1.3594e-007	-6.8667	0	6.3967e-006
1.8478e-007	-6.7333	0	2.0823e-005
2.5119e-007	-6.6	1	6.4771e-005
3.4145e-007	-6.4667	0	0.0001925
4.6416e-007	-6.3333	0	0.00054668
6.3096e-007	-6.2	0	0.0014834
8.577e-007	-6.0667	0	0.0038462
1.1659e-006	-5.9333	0	0.0095287
1.5849e-006	-5.8	0	0.022556
2.1544e-006	-5.6667	0	0.051019
2.9286e-006	-5.5333	0	0.11027
3.9811e-006	-5.4	0	0.22771
5.4117e-006	-5.2667	0	0.44931
7.3564e-006	-5.1333	0	0.84714
1e-005	-5	0	1.5261
1.3594e-005	-4.8667	0	2.6271
1.8478e-005	-4.7333	0	4.321
2.5119e-005	-4.6	0	6.7909
3.4145e-005	-4.4667	6	10.198
4.6416e-005	-4.3333	6	14.633
6.3096e-005	-4.2	7	20.062
8.577e-005	-4.0667	25	26.282
0.00011659	-3.9333	43	32.898
0.00015849	-3.8	30	39.348
0.00021544	-3.6667	54	44.969
0.00029286	-3.5333	90	49.106
0.00039811	-3.4	57	51.237
0.00054117	-3.2667	27	51.083
0.00073564	-3.1333	23	48.663
0.001	-3	31	44.296
0.0013594	-2.8667	73	38.526
0.0018478	-2.7333	8	32.017
0.0025119	-2.6	22	25.424
0.0034145	-2.4667	15	19.29
0.0046416	-2.3333	44	13.985
0.0063096	-2.2	22	9.6882
0.008577	-2.0667	5	6.4127
0.011659	-1.9333	8	4.0558
0.015849	-1.8	3	2.451
0.021544	-1.6667	0	1.4153
0.029286	-1.5333	0	0.78089
0.039811	-1.4	0	0.41168
0.054117	-1.2667	0	0.20738
0.073564	-1.1333	0	0.099819
0.1	-1	0	0.045908
0.13594	-0.86667	0	0.020175
0.18478	-0.73333	0	0.0084713
0.25119	-0.6	0	0.0033988
0.34145	-0.46667	0	0.001303
0.46416	-0.33333	0	0.0004773
0.63096	-0.2	0	0.00016706
0.8577	-0.066667	0	5.5873e-005
1.1659	0.066667	0	1.7855e-005
1.5849	0.2	0	5.4518e-006
2.1544	0.33333	0	1.5906e-006
2.9286	0.46667	0	4.4342e-007
3.9811	0.6	0	1.1812e-007
5.4117	0.73333	0	3.0063e-008
7.3564	0.86667	0	7.3113e-009
10	1	0	1.699e-009
13.594	1.1333	0	3.7724e-010
18.478	1.2667	0	8.0036e-011
25.119	1.4	0	1.6225e-011
34.145	1.5333	0	3.1428e-012
46.416	1.6667	0	5.8168e-013
63.096	1.8	0	1.0287e-013
85.77	1.9333	0	1.7383e-014
