J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	3.0708e-006
1.5849e-008	-7.8	0	9.2563e-006
2.1544e-008	-7.6667	0	2.6859e-005
2.9286e-008	-7.5333	0	7.5029e-005
3.9811e-008	-7.4	0	0.00020176
5.4117e-008	-7.2667	0	0.0005223
7.3564e-008	-7.1333	0	0.0013016
1e-007	-7	1	0.0031226
1.3594e-007	-6.8667	0	0.0072117
1.8478e-007	-6.7333	0	0.016034
2.5119e-007	-6.6	0	0.034316
3.4145e-007	-6.4667	0	0.070703
4.6416e-007	-6.3333	0	0.14024
6.3096e-007	-6.2	0	0.26777
8.577e-007	-6.0667	0	0.49218
1.1659e-006	-5.9333	0	0.87091
1.5849e-006	-5.8	0	1.4835
2.1544e-006	-5.6667	0	2.4328
2.9286e-006	-5.5333	0	3.8404
3.9811e-006	-5.4	5	5.8362
5.4117e-006	-5.2667	0	8.538
7.3564e-006	-5.1333	9	12.024
1e-005	-5	19	16.302
1.3594e-005	-4.8667	8	21.277
1.8478e-005	-4.7333	17	26.732
2.5119e-005	-4.6	44	32.333
3.4145e-005	-4.4667	33	37.647
4.6416e-005	-4.3333	52	42.198
6.3096e-005	-4.2	75	45.534
8.577e-005	-4.0667	72	47.299
0.00011659	-3.9333	14	47.298
0.00015849	-3.8	15	45.531
0.00021544	-3.6667	25	42.194
0.00029286	-3.5333	77	37.642
0.00039811	-3.4	16	32.327
0.00054117	-3.2667	21	26.727
0.00073564	-3.1333	16	21.271
0.001	-3	44	16.297
0.0013594	-2.8667	18	12.02
0.0018478	-2.7333	7	8.5348
0.0025119	-2.6	8	5.8338
0.0034145	-2.4667	3	3.8386
0.0046416	-2.3333	1	2.4316
0.0063096	-2.2	0	1.4827
0.008577	-2.0667	0	0.87041
0.011659	-1.9333	0	0.49188
0.015849	-1.8	0	0.26759
0.021544	-1.6667	0	0.14014
0.029286	-1.5333	0	0.070651
0.039811	-1.4	0	0.034289
0.054117	-1.2667	0	0.01602
0.073564	-1.1333	0	0.0072056
0.1	-1	0	0.0031199
0.13594	-0.86667	0	0.0013004
0.18478	-0.73333	0	0.0005218
0.25119	-0.6	0	0.00020156
0.34145	-0.46667	0	7.495e-005
0.46416	-0.33333	0	2.683e-005
0.63096	-0.2	0	9.2458e-006
0.8577	-0.066667	0	3.0672e-006
1.1659	0.066667	0	9.7955e-007
1.5849	0.2	0	3.0115e-007
2.1544	0.33333	0	8.9127e-008
2.9286	0.46667	0	2.5393e-008
3.9811	0.6	0	6.9646e-009
5.4117	0.73333	0	1.8389e-009
7.3564	0.86667	0	4.674e-010
10	1	0	1.1437e-010
13.594	1.1333	0	2.694e-011
18.478	1.2667	0	6.1088e-012
25.119	1.4	0	1.3335e-012
34.145	1.5333	0	2.8023e-013
46.416	1.6667	0	5.669e-014
63.096	1.8	0	1.104e-014
85.77	1.9333	0	2.0697e-015
